C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=0.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
13.15,39.0042
13.2,39.1129
13.25,39.2201
13.3,39.3259
13.35,39.4302
13.4,39.5331
13.45,39.6347
13.5,39.7349
13.55,39.8339
13.6,39.9316
13.65,40.0281
13.7,40.1234
13.75,40.2176
13.8,40.3106
13.85,40.4025
13.9,40.4934
13.95,40.5832
14,40.672
14.05,40.7598
14.1,40.8466
14.15,40.9324
14.2,41.0174
14.25,41.1014
14.3,41.1845
14.35,41.2668
14.4,41.3482
14.45,41.4288
14.5,41.5086
14.55,41.5876
14.6,41.6658
14.65,41.7433
14.7,41.82
14.75,41.896
14.8,41.9712
14.85,42.0458
14.9,42.1197
14.95,42.1929
15,42.2655
15.05,42.3374
15.1,42.4087
15.15,42.4793
15.2,42.5494
15.25,42.6188
15.3,42.6877
15.35,42.756
15.4,42.8238
15.45,42.891
15.5,42.9576
15.55,43.0237
15.6,43.0893
15.65,43.1544
15.7,43.219
15.75,43.2831
15.8,43.3467
15.85,43.4099
15.9,43.4726
15.95,43.5348
16,43.5966
16.05,43.6579
16.1,43.7188
16.15,43.7792
16.2,43.8393
16.25,43.899
16.3,43.9582
16.35,44.0169
16.4,44.0754
16.45,44.1334
16.5,44.1911
16.55,44.2484
16.6,44.3054
16.65,44.362
16.7,44.4182
16.75,44.4741
16.8,44.5296
16.85,44.5848
16.9,44.6397
16.95,44.6943
17,44.7485
17.05,44.8024
17.1,44.856
17.15,44.9093
17.2,44.9624
17.25,45.0151
17.3,45.0675
17.35,45.1196
17.4,45.1715
17.45,45.2231
17.5,45.2744
17.55,45.3255
17.6,45.3763
17.65,45.4268
17.7,45.4771
17.75,45.5271
17.8,45.5769
17.85,45.6265
17.9,45.6758
17.95,45.7249
18,45.7738
18.05,45.8224
18.1,45.8708
18.15,45.919
18.2,45.967
18.25,46.0147
18.3,46.0623
18.35,46.1096
18.4,46.1568
18.45,46.2037
18.5,46.2505
18.55,46.2971
18.6,46.3435
18.65,46.3897
18.7,46.4357
18.75,46.4816
18.8,46.5273
18.85,46.5728
18.9,46.6182
18.95,46.6634
19,46.7085
19.05,46.7534
19.1,46.7982
19.15,46.8429
19.2,46.8875
19.25,46.932
19.3,46.9763
19.35,47.0206
19.4,47.0648
19.45,47.109
19.5,47.1531
19.55,47.1971
19.6,47.2411
19.65,47.285
19.7,47.329
19.75,47.3729
19.8,47.4169
19.85,47.4609
19.9,47.505
19.95,47.5492
20,47.5935
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=13.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.4894
2.05,55.2537
2.1,55.0227
2.15,54.796
2.2,54.5735
2.25,54.3548
2.3,54.1399
2.35,53.9284
2.4,53.7203
2.45,53.5153
2.5,53.3134
2.55,53.1143
2.6,52.9179
2.65,52.7241
2.7,52.5328
2.75,52.3438
2.8,52.157
2.85,51.9723
2.9,51.7896
2.95,51.6089
3,51.4299
3.05,51.2527
3.1,51.0772
3.15,50.9031
3.2,50.7306
3.25,50.5595
3.3,50.3897
3.35,50.2211
3.4,50.0538
3.45,49.8875
3.5,49.7223
3.55,49.5582
3.6,49.3949
3.65,49.2326
3.7,49.071
3.75,48.9102
3.8,48.7502
3.85,48.5908
3.9,48.432
3.95,48.2738
4,48.116
4.05,47.9588
4.1,47.8019
4.15,47.6455
4.2,47.4893
4.25,47.3334
4.3,47.1778
4.35,47.0223
4.4,46.867
4.45,46.7118
4.5,46.5567
4.55,46.4015
4.6,46.2464
4.65,46.0911
4.7,45.9358
4.75,45.7803
4.8,45.6246
4.85,45.4686
4.9,45.3124
4.95,45.1558
5,44.9989
5.05,44.8416
5.1,44.6837
5.15,44.5254
5.2,44.3666
5.25,44.2071
5.3,44.047
5.35,43.8862
5.4,43.7246
5.45,43.5623
5.5,43.3991
5.55,43.235
5.6,43.07
5.65,42.9039
5.7,42.7368
5.75,42.5686
5.8,42.3992
5.85,42.2286
5.9,42.0567
5.95,41.8834
6,41.7087
6.05,41.5324
6.1,41.3546
6.15,41.1751
6.2,40.9939
6.25,40.8109
6.3,40.626
6.35,40.4391
6.4,40.2502
6.45,40.059
6.5,39.8656
6.55,39.6698
6.6,39.4715
6.65,39.2705
6.7,39.0669
6.75,38.8604
6.8,38.6508
6.85,38.4381
6.9,38.2222
6.95,38.0027
7,37.7796
7.05,37.5527
7.1,37.3217
7.15,37.0865
7.2,36.8469
7.25,36.6025
7.3,36.3532
7.35,36.0987
7.4,35.8386
7.45,35.5727
7.5,35.3006
7.55,35.0219
7.6,34.7362
7.65,34.443
7.7,34.142
7.75,33.8324
7.8,33.5138
7.85,33.1855
7.9,32.8468
7.95,32.4968
8,32.1348
8.05,31.7596
8.1,31.3702
8.15,30.9653
8.2,30.5434
8.25,30.103
8.3,29.6421
8.35,29.1585
8.4,28.6497
8.45,28.1127
8.5,27.5439
8.55,26.9391
8.6,26.293
8.65,25.5992
8.7,24.8498
8.75,24.0345
8.8,23.1401
8.85,22.1489
8.9,21.0367
8.95,19.7688
9,18.2929
9.05,16.5257
9.1,14.3214
9.15,11.3892
9.2,7.01268
9.25,-1.2456
9.3,-0.576702
9.35,7.27293
9.4,11.4835
9.45,14.3168
9.5,16.4464
9.55,18.1503
9.6,19.5691
9.65,20.7837
9.7,21.845
9.75,22.7869
9.8,23.6331
9.85,24.4011
9.9,25.1038
9.95,25.7514
10,26.3517
10.05,26.9109
10.1,27.4343
10.15,27.9261
10.2,28.3897
10.25,28.8282
10.3,29.2441
10.35,29.6396
10.4,30.0164
10.45,30.3763
10.5,30.7207
10.55,31.0508
10.6,31.3677
10.65,31.6724
10.7,31.9659
10.75,32.2488
10.8,32.5218
10.85,32.7858
10.9,33.0411
10.95,33.2884
11,33.528
11.05,33.7606
11.1,33.9864
11.15,34.2058
11.2,34.4192
11.25,34.6269
11.3,34.8292
11.35,35.0263
11.4,35.2185
11.45,35.4061
11.5,35.5892
11.55,35.768
11.6,35.9428
11.65,36.1137
11.7,36.2809
11.75,36.4445
11.8,36.6047
11.85,36.7617
11.9,36.9155
11.95,37.0663
12,37.2141
12.05,37.3592
12.1,37.5015
12.15,37.6413
12.2,37.7786
12.25,37.9134
12.3,38.0459
12.35,38.1762
12.4,38.3042
12.45,38.4302
12.5,38.5541
12.55,38.6761
12.6,38.7961
12.65,38.9143
12.7,39.0307
12.75,39.1454
12.8,39.2584
12.85,39.3697
12.9,39.4794
12.95,39.5876
13,39.6943
13.05,39.7996
13.1,39.9034
13.15,40.0058
13.2,40.1069
13.25,40.2067
13.3,40.3053
13.35,40.4025
13.4,40.4986
13.45,40.5935
13.5,40.6873
13.55,40.7799
13.6,40.8715
13.65,40.962
13.7,41.0514
13.75,41.1398
13.8,41.2273
13.85,41.3138
13.9,41.3993
13.95,41.4839
14,41.5677
14.05,41.6505
14.1,41.7325
14.15,41.8136
14.2,41.8939
14.25,41.9735
14.3,42.0522
14.35,42.1302
14.4,42.2074
14.45,42.2838
14.5,42.3596
14.55,42.4346
14.6,42.509
14.65,42.5826
14.7,42.6556
14.75,42.728
14.8,42.7997
14.85,42.8708
14.9,42.9413
14.95,43.0111
15,43.0804
15.05,43.1491
15.1,43.2173
15.15,43.2849
15.2,43.3519
15.25,43.4184
15.3,43.4844
15.35,43.5498
15.4,43.6148
15.45,43.6792
15.5,43.7432
15.55,43.8067
15.6,43.8697
15.65,43.9322
15.7,43.9943
15.75,44.056
15.8,44.1172
15.85,44.178
15.9,44.2384
15.95,44.2983
16,44.3578
16.05,44.417
16.1,44.4757
16.15,44.534
16.2,44.592
16.25,44.6495
16.3,44.7068
16.35,44.7636
16.4,44.8201
16.45,44.8763
16.5,44.9321
16.55,44.9875
16.6,45.0427
16.65,45.0975
16.7,45.1519
16.75,45.2061
16.8,45.2599
16.85,45.3135
16.9,45.3667
16.95,45.4196
17,45.4723
17.05,45.5246
17.1,45.5767
17.15,45.6285
17.2,45.68
17.25,45.7312
17.3,45.7822
17.35,45.8329
17.4,45.8834
17.45,45.9336
17.5,45.9835
17.55,46.0332
17.6,46.0827
17.65,46.1319
17.7,46.1809
17.75,46.2297
17.8,46.2782
17.85,46.3265
17.9,46.3746
17.95,46.4225
18,46.4702
18.05,46.5177
18.1,46.565
18.15,46.612
18.2,46.6589
18.25,46.7056
18.3,46.7521
18.35,46.7984
18.4,46.8446
18.45,46.8905
18.5,46.9363
18.55,46.982
18.6,47.0274
18.65,47.0727
18.7,47.1179
18.75,47.1629
18.8,47.2078
18.85,47.2525
18.9,47.297
18.95,47.3415
19,47.3858
19.05,47.43
19.1,47.4741
19.15,47.5181
19.2,47.562
19.25,47.6058
19.3,47.6495
19.35,47.6931
19.4,47.7366
19.45,47.7801
19.5,47.8236
19.55,47.867
19.6,47.9104
19.65,47.9538
19.7,47.9972
19.75,48.0406
19.8,48.0841
19.85,48.1276
19.9,48.1713
19.95,48.2151
20,48.2591
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=14.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.4666
2.05,55.2298
2.1,54.9975
2.15,54.7696
2.2,54.5457
2.25,54.3257
2.3,54.1093
2.35,53.8964
2.4,53.6868
2.45,53.4803
2.5,53.2768
2.55,53.0761
2.6,52.8781
2.65,52.6826
2.7,52.4895
2.75,52.2987
2.8,52.1101
2.85,51.9235
2.9,51.7389
2.95,51.5562
3,51.3752
3.05,51.1959
3.1,51.0182
3.15,50.8421
3.2,50.6673
3.25,50.4939
3.3,50.3217
3.35,50.1507
3.4,49.9809
3.45,49.8122
3.5,49.6444
3.55,49.4776
3.6,49.3116
3.65,49.1465
3.7,48.9821
3.75,48.8184
3.8,48.6554
3.85,48.4929
3.9,48.331
3.95,48.1696
4,48.0085
4.05,47.8479
4.1,47.6876
4.15,47.5276
4.2,47.3679
4.25,47.2083
4.3,47.0488
4.35,46.8895
4.4,46.7302
4.45,46.5709
4.5,46.4115
4.55,46.2521
4.6,46.0925
4.65,45.9327
4.7,45.7727
4.75,45.6124
4.8,45.4518
4.85,45.2909
4.9,45.1295
4.95,44.9676
5,44.8052
5.05,44.6423
5.1,44.4787
5.15,44.3145
5.2,44.1496
5.25,43.9838
5.3,43.8173
5.35,43.6499
5.4,43.4815
5.45,43.3122
5.5,43.1418
5.55,42.9703
5.6,42.7976
5.65,42.6236
5.7,42.4484
5.75,42.2718
5.8,42.0937
5.85,41.9141
5.9,41.733
5.95,41.5501
6,41.3655
6.05,41.1791
6.1,40.9907
6.15,40.8003
6.2,40.6078
6.25,40.413
6.3,40.2159
6.35,40.0164
6.4,39.8143
6.45,39.6096
6.5,39.402
6.55,39.1915
6.6,38.9779
6.65,38.761
6.7,38.5408
6.75,38.3169
6.8,38.0893
6.85,37.8577
6.9,37.6219
6.95,37.3818
7,37.137
7.05,36.8874
7.1,36.6326
7.15,36.3723
7.2,36.1062
7.25,35.8341
7.3,35.5554
7.35,35.2699
7.4,34.977
7.45,34.6763
7.5,34.3673
7.55,34.0493
7.6,33.7217
7.65,33.3839
7.7,33.035
7.75,32.6742
7.8,32.3005
7.85,31.9128
7.9,31.5099
7.95,31.0903
8,30.6524
8.05,30.1945
8.1,29.7143
8.15,29.2094
8.2,28.6769
8.25,28.1133
8.3,27.5145
8.35,26.8754
8.4,26.19
8.45,25.4505
8.5,24.6471
8.55,23.7674
8.6,22.7944
8.65,21.7054
8.7,20.4679
8.75,19.0336
8.8,17.3262
8.85,15.2147
8.9,12.445
8.95,8.41809
9,1.17596
9.05,-2.40919
9.1,6.68645
9.15,11.3048
9.2,14.3185
9.25,16.5486
9.3,18.3163
9.35,19.779
9.4,21.0257
9.45,22.1113
9.5,23.0722
9.55,23.9338
9.6,24.7143
9.65,25.4276
9.7,26.084
9.75,26.6918
9.8,27.2576
9.85,27.7866
9.9,28.2834
9.95,28.7514
10,29.1938
10.05,29.6132
10.1,30.0117
10.15,30.3914
10.2,30.7538
10.25,31.1005
10.3,31.4327
10.35,31.7515
10.4,32.058
10.45,32.353
10.5,32.6374
10.55,32.9118
10.6,33.177
10.65,33.4334
10.7,33.6818
10.75,33.9225
10.8,34.1559
10.85,34.3826
10.9,34.6028
10.95,34.817
11,35.0253
11.05,35.2283
11.1,35.426
11.15,35.6188
11.2,35.8069
11.25,35.9905
11.3,36.1698
11.35,36.345
11.4,36.5164
11.45,36.684
11.5,36.848
11.55,37.0085
11.6,37.1658
11.65,37.3199
11.7,37.471
11.75,37.6191
11.8,37.7645
11.85,37.9071
11.9,38.0471
11.95,38.1846
12,38.3196
12.05,38.4523
12.1,38.5828
12.15,38.711
12.2,38.8372
12.25,38.9613
12.3,39.0834
12.35,39.2036
12.4,39.3219
12.45,39.4385
12.5,39.5533
12.55,39.6664
12.6,39.7778
12.65,39.8877
12.7,39.996
12.75,40.1028
12.8,40.2082
12.85,40.3121
12.9,40.4146
12.95,40.5158
13,40.6157
13.05,40.7143
13.1,40.8117
13.15,40.9078
13.2,41.0028
13.25,41.0966
13.3,41.1893
13.35,41.2809
13.4,41.3715
13.45,41.461
13.5,41.5495
13.55,41.637
13.6,41.7235
13.65,41.8091
13.7,41.8938
13.75,41.9776
13.8,42.0605
13.85,42.1425
13.9,42.2237
13.95,42.3041
14,42.3836
14.05,42.4624
14.1,42.5404
14.15,42.6177
14.2,42.6942
14.25,42.77
14.3,42.845
14.35,42.9194
14.4,42.9931
14.45,43.0662
14.5,43.1386
14.55,43.2103
14.6,43.2815
14.65,43.352
14.7,43.4219
14.75,43.4912
14.8,43.5599
14.85,43.6281
14.9,43.6957
14.95,43.7628
15,43.8293
15.05,43.8954
15.1,43.9609
15.15,44.0258
15.2,44.0903
15.25,44.1543
15.3,44.2179
15.35,44.2809
15.4,44.3435
15.45,44.4056
15.5,44.4673
15.55,44.5286
15.6,44.5894
15.65,44.6498
15.7,44.7098
15.75,44.7693
15.8,44.8285
15.85,44.8873
15.9,44.9456
15.95,45.0036
16,45.0613
16.05,45.1185
16.1,45.1754
16.15,45.232
16.2,45.2882
16.25,45.344
16.3,45.3995
16.35,45.4547
16.4,45.5096
16.45,45.5641
16.5,45.6183
16.55,45.6722
16.6,45.7258
16.65,45.7791
16.7,45.8321
16.75,45.8848
16.8,45.9372
16.85,45.9893
16.9,46.0412
16.95,46.0928
17,46.1441
17.05,46.1951
17.1,46.2459
17.15,46.2965
17.2,46.3468
17.25,46.3968
17.3,46.4466
17.35,46.4961
17.4,46.5455
17.45,46.5945
17.5,46.6434
17.55,46.692
17.6,46.7405
17.65,46.7887
17.7,46.8366
17.75,46.8844
17.8,46.932
17.85,46.9794
17.9,47.0266
17.95,47.0736
18,47.1203
18.05,47.167
18.1,47.2134
18.15,47.2596
18.2,47.3057
18.25,47.3516
18.3,47.3973
18.35,47.4429
18.4,47.4883
18.45,47.5335
18.5,47.5786
18.55,47.6235
18.6,47.6683
18.65,47.7129
18.7,47.7574
18.75,47.8017
18.8,47.8459
18.85,47.8899
18.9,47.9338
18.95,47.9776
19,48.0213
19.05,48.0649
19.1,48.1084
19.15,48.1517
19.2,48.195
19.25,48.2382
19.3,48.2813
19.35,48.3244
19.4,48.3674
19.45,48.4103
19.5,48.4533
19.55,48.4963
19.6,48.5392
19.65,48.5822
19.7,48.6252
19.75,48.6683
19.8,48.7115
19.85,48.7547
19.9,48.7981
19.95,48.8417
20,48.8854
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=15.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.4438
2.05,55.2058
2.1,54.9723
2.15,54.743
2.2,54.5178
2.25,54.2964
2.3,54.0786
2.35,53.8643
2.4,53.6532
2.45,53.4452
2.5,53.2401
2.55,53.0378
2.6,52.8381
2.65,52.6409
2.7,52.446
2.75,52.2534
2.8,52.063
2.85,51.8745
2.9,51.688
2.95,51.5033
3,51.3202
3.05,51.1389
3.1,50.959
3.15,50.7806
3.2,50.6036
3.25,50.4278
3.3,50.2533
3.35,50.0799
3.4,49.9076
3.45,49.7363
3.5,49.5659
3.55,49.3964
3.6,49.2277
3.65,49.0597
3.7,48.8924
3.75,48.7258
3.8,48.5597
3.85,48.3941
3.9,48.229
3.95,48.0643
4,47.8999
4.05,47.7359
4.1,47.5721
4.15,47.4084
4.2,47.2449
4.25,47.0816
4.3,46.9182
4.35,46.7548
4.4,46.5914
4.45,46.4279
4.5,46.2642
4.55,46.1003
4.6,45.9361
4.65,45.7717
4.7,45.6069
4.75,45.4416
4.8,45.2759
4.85,45.1097
4.9,44.9429
4.95,44.7755
5,44.6075
5.05,44.4387
5.1,44.2691
5.15,44.0986
5.2,43.9273
5.25,43.755
5.3,43.5817
5.35,43.4073
5.4,43.2317
5.45,43.0549
5.5,42.8769
5.55,42.6974
5.6,42.5166
5.65,42.3342
5.7,42.1502
5.75,41.9646
5.8,41.7772
5.85,41.588
5.9,41.3969
5.95,41.2037
6,41.0084
6.05,40.8108
6.1,40.6109
6.15,40.4086
6.2,40.2036
6.25,39.996
6.3,39.7855
6.35,39.572
6.4,39.3554
6.45,39.1355
6.5,38.9122
6.55,38.6852
6.6,38.4544
6.65,38.2195
6.7,37.9804
6.75,37.7369
6.8,37.4886
6.85,37.2353
6.9,36.9768
6.95,36.7127
7,36.4426
7.05,36.1664
7.1,35.8834
7.15,35.5934
7.2,35.2959
7.25,34.9903
7.3,34.6761
7.35,34.3528
7.4,34.0195
7.45,33.6757
7.5,33.3204
7.55,32.9528
7.6,32.5718
7.65,32.1762
7.7,31.7649
7.75,31.3361
7.8,30.8883
7.85,30.4195
7.9,29.9273
7.95,29.4092
8,28.8619
8.05,28.2817
8.1,27.6641
8.15,27.0036
8.2,26.2934
8.25,25.5249
8.3,24.6871
8.35,23.7658
8.4,22.7416
8.45,21.5878
8.5,20.2655
8.55,18.7156
8.6,16.8411
8.65,14.467
8.7,11.2253
8.75,6.12235
8.8,-4.10967
8.85,3.12618
8.9,9.54704
8.95,13.2581
9,15.8512
9.05,17.8405
9.1,19.4524
9.15,20.8061
9.2,21.9723
9.25,22.9959
9.3,23.9077
9.35,24.7293
9.4,25.4767
9.45,26.162
9.5,26.7945
9.55,27.3816
9.6,27.9293
9.65,28.4424
9.7,28.925
9.75,29.3804
9.8,29.8114
9.85,30.2204
9.9,30.6096
9.95,30.9807
10,31.3352
10.05,31.6746
10.1,32.0001
10.15,32.3127
10.2,32.6134
10.25,32.903
10.3,33.1823
10.35,33.452
10.4,33.7127
10.45,33.965
10.5,34.2094
10.55,34.4463
10.6,34.6763
10.65,34.8996
10.7,35.1166
10.75,35.3278
10.8,35.5333
10.85,35.7335
10.9,35.9286
10.95,36.1189
11,36.3046
11.05,36.4859
11.1,36.663
11.15,36.8361
11.2,37.0054
11.25,37.1711
11.3,37.3332
11.35,37.492
11.4,37.6475
11.45,37.8
11.5,37.9494
11.55,38.096
11.6,38.2399
11.65,38.381
11.7,38.5196
11.75,38.6558
11.8,38.7895
11.85,38.921
11.9,39.0502
11.95,39.1773
12,39.3023
12.05,39.4253
12.1,39.5463
12.15,39.6654
12.2,39.7828
12.25,39.8983
12.3,40.0121
12.35,40.1243
12.4,40.2349
12.45,40.3438
12.5,40.4513
12.55,40.5573
12.6,40.6618
12.65,40.7649
12.7,40.8667
12.75,40.9671
12.8,41.0663
12.85,41.1642
12.9,41.2609
12.95,41.3564
13,41.4507
13.05,41.5439
13.1,41.636
13.15,41.727
13.2,41.817
13.25,41.9059
13.3,41.9938
13.35,42.0808
13.4,42.1668
13.45,42.2519
13.5,42.3361
13.55,42.4194
13.6,42.5018
13.65,42.5833
13.7,42.6641
13.75,42.744
13.8,42.8231
13.85,42.9015
13.9,42.9791
13.95,43.056
14,43.1321
14.05,43.2075
14.1,43.2822
14.15,43.3562
14.2,43.4296
14.25,43.5023
14.3,43.5744
14.35,43.6458
14.4,43.7166
14.45,43.7868
14.5,43.8564
14.55,43.9255
14.6,43.9939
14.65,44.0619
14.7,44.1292
14.75,44.196
14.8,44.2623
14.85,44.3281
14.9,44.3933
14.95,44.4581
15,44.5224
15.05,44.5862
15.1,44.6495
15.15,44.7123
15.2,44.7747
15.25,44.8367
15.3,44.8982
15.35,44.9592
15.4,45.0199
15.45,45.0801
15.5,45.1399
15.55,45.1994
15.6,45.2584
15.65,45.317
15.7,45.3752
15.75,45.433
15.8,45.4906
15.85,45.5477
15.9,45.6045
15.95,45.6609
16,45.717
16.05,45.7727
16.1,45.8281
16.15,45.8832
16.2,45.938
16.25,45.9924
16.3,46.0465
16.35,46.1003
16.4,46.1538
16.45,46.207
16.5,46.2599
16.55,46.3125
16.6,46.3649
16.65,46.4169
16.7,46.4687
16.75,46.5202
16.8,46.5715
16.85,46.6224
16.9,46.6732
16.95,46.7236
17,46.7738
17.05,46.8238
17.1,46.8735
17.15,46.923
17.2,46.9723
17.25,47.0213
17.3,47.0701
17.35,47.1187
17.4,47.167
17.45,47.2151
17.5,47.2631
17.55,47.3108
17.6,47.3583
17.65,47.4056
17.7,47.4527
17.75,47.4996
17.8,47.5463
17.85,47.5929
17.9,47.6392
17.95,47.6854
18,47.7314
18.05,47.7772
18.1,47.8228
18.15,47.8683
18.2,47.9136
18.25,47.9588
18.3,48.0038
18.35,48.0486
18.4,48.0933
18.45,48.1378
18.5,48.1822
18.55,48.2265
18.6,48.2706
18.65,48.3146
18.7,48.3585
18.75,48.4022
18.8,48.4459
18.85,48.4894
18.9,48.5328
18.95,48.5761
19,48.6193
19.05,48.6624
19.1,48.7054
19.15,48.7484
19.2,48.7913
19.25,48.8341
19.3,48.8768
19.35,48.9196
19.4,48.9622
19.45,49.0049
19.5,49.0475
19.55,49.0902
19.6,49.1328
19.65,49.1755
19.7,49.2183
19.75,49.2611
19.8,49.304
19.85,49.3471
19.9,49.3904
19.95,49.4338
20,49.4776
C:\Users\oper\labQT\Lab2025\QTLab2526\SinglePhoton\VNA\CRIO_measures_new\PC2_1_1_P5_3PORT.son DE_EMBEDDED Lk=16.0
FREQUENCY (GHz), DB[Z33]-PC2_1_1_P5_3PORT
2,55.4209
2.05,55.1817
2.1,54.9469
2.15,54.7163
2.2,54.4897
2.25,54.267
2.3,54.0478
2.35,53.832
2.4,53.6194
2.45,53.4098
2.5,53.2031
2.55,52.9992
2.6,52.7978
2.65,52.5989
2.7,52.4023
2.75,52.2079
2.8,52.0156
2.85,51.8252
2.9,51.6367
2.95,51.45
3,51.2649
3.05,51.0814
3.1,50.8994
3.15,50.7188
3.2,50.5395
3.25,50.3614
3.3,50.1845
3.35,50.0086
3.4,49.8338
3.45,49.6599
3.5,49.4868
3.55,49.3146
3.6,49.1431
3.65,48.9722
3.7,48.802
3.75,48.6323
3.8,48.4631
3.85,48.2944
3.9,48.126
3.95,47.9579
4,47.7901
4.05,47.6225
4.1,47.4551
4.15,47.2877
4.2,47.1204
4.25,46.9531
4.3,46.7857
4.35,46.6182
4.4,46.4506
4.45,46.2827
4.5,46.1145
4.55,45.946
4.6,45.7771
4.65,45.6077
4.7,45.4379
4.75,45.2675
4.8,45.0965
4.85,44.9248
4.9,44.7524
4.95,44.5792
5,44.4052
5.05,44.2302
5.1,44.0543
5.15,43.8773
5.2,43.6992
5.25,43.52
5.3,43.3395
5.35,43.1577
5.4,42.9745
5.45,42.7898
5.5,42.6036
5.55,42.4157
5.6,42.2261
5.65,42.0347
5.7,41.8414
5.75,41.6461
5.8,41.4487
5.85,41.249
5.9,41.0471
5.95,40.8427
6,40.6357
6.05,40.4261
6.1,40.2136
6.15,39.9981
6.2,39.7796
6.25,39.5577
6.3,39.3324
6.35,39.1034
6.4,38.8706
6.45,38.6338
6.5,38.3928
6.55,38.1472
6.6,37.8969
6.65,37.6417
6.7,37.3811
6.75,37.1149
6.8,36.8428
6.85,36.5644
6.9,36.2793
6.95,35.9871
7,35.6874
7.05,35.3795
7.1,35.0629
7.15,34.7371
7.2,34.4014
7.25,34.0549
7.3,33.6969
7.35,33.3264
7.4,32.9424
7.45,32.5437
7.5,32.1289
7.55,31.6966
7.6,31.2449
7.65,30.7719
7.7,30.2753
7.75,29.7522
7.8,29.1995
7.85,28.6133
7.9,27.9889
7.95,27.3207
8,26.6017
8.05,25.8229
8.1,24.973
8.15,24.0371
8.2,22.9948
8.25,21.818
8.3,20.4656
8.35,18.874
8.4,16.9382
8.45,14.4645
8.5,11.0335
8.55,5.44797
8.6,-5.04799
8.65,4.78749
8.7,10.6101
8.75,14.1016
8.8,16.5839
8.85,18.5066
8.9,20.0739
8.95,21.3958
9,22.538
9.05,23.543
9.1,24.4397
9.15,25.249
9.2,25.986
9.25,26.6625
9.3,27.2874
9.35,27.8679
9.4,28.4098
9.45,28.9177
9.5,29.3956
9.55,29.8468
9.6,30.274
9.65,30.6796
9.7,31.0655
9.75,31.4337
9.8,31.7855
9.85,32.1224
9.9,32.4455
9.95,32.7559
10,33.0546
10.05,33.3423
10.1,33.6198
10.15,33.8878
10.2,34.1469
10.25,34.3976
10.3,34.6406
10.35,34.8761
10.4,35.1047
10.45,35.3268
10.5,35.5426
10.55,35.7526
10.6,35.957
10.65,36.1562
10.7,36.3503
10.75,36.5396
10.8,36.7244
10.85,36.9048
10.9,37.0811
10.95,37.2534
11,37.4219
11.05,37.5867
11.1,37.7481
11.15,37.9062
11.2,38.061
11.25,38.2128
11.3,38.3616
11.35,38.5076
11.4,38.6508
11.45,38.7914
11.5,38.9294
11.55,39.065
11.6,39.1982
11.65,39.3291
11.7,39.4578
11.75,39.5844
11.8,39.7089
11.85,39.8315
11.9,39.952
11.95,40.0707
12,40.1876
12.05,40.3028
12.1,40.4162
12.15,40.528
12.2,40.6382
12.25,40.7468
12.3,40.8539
12.35,40.9595
12.4,41.0637
12.45,41.1665
12.5,41.2679
12.55,41.3681
12.6,41.4669
12.65,41.5645
12.7,41.6609
12.75,41.7561
12.8,41.8502
12.85,41.9431
12.9,42.0349
12.95,42.1257
13,42.2154
13.05,42.3041
13.1,42.3918
13.15,42.4786
13.2,42.5643
13.25,42.6492
13.3,42.7332
13.35,42.8163
13.4,42.8985
13.45,42.9799
13.5,43.0604
13.55,43.1402
13.6,43.2191
13.65,43.2973
13.7,43.3748
13.75,43.4515
13.8,43.5274
13.85,43.6027
13.9,43.6773
13.95,43.7512
14,43.8244
14.05,43.897
14.1,43.9689
14.15,44.0402
14.2,44.1109
14.25,44.181
14.3,44.2505
14.35,44.3195
14.4,44.3878
14.45,44.4556
14.5,44.5229
14.55,44.5896
14.6,44.6558
14.65,44.7215
14.7,44.7867
14.75,44.8514
14.8,44.9156
14.85,44.9793
14.9,45.0426
14.95,45.1053
15,45.1677
15.05,45.2296
15.1,45.291
15.15,45.352
15.2,45.4127
15.25,45.4728
15.3,45.5326
15.35,45.592
15.4,45.651
15.45,45.7096
15.5,45.7678
15.55,45.8256
15.6,45.8831
15.65,45.9402
15.7,45.997
15.75,46.0534
15.8,46.1094
15.85,46.1652
15.9,46.2206
15.95,46.2756
16,46.3304
16.05,46.3848
16.1,46.4389
16.15,46.4927
16.2,46.5462
16.25,46.5994
16.3,46.6524
16.35,46.705
16.4,46.7574
16.45,46.8094
16.5,46.8612
16.55,46.9128
16.6,46.964
16.65,47.015
16.7,47.0658
16.75,47.1163
16.8,47.1665
16.85,47.2165
16.9,47.2663
16.95,47.3158
17,47.3651
17.05,47.4141
